institutes,geo.cities,geo.states,geo.countries,input.name,input.city,input.state,input.country
"[{'institute': {'id': 'grid.440727.2', 'name': ""Xi'an Shiyou University"", 'city': ""Xi'an"", 'state': None, 'country': 'China'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 1790630, 'name': ""Xi'an""}]","[{'geonames_id': 1796480, 'name': 'Shaanxi', 'code': None}]","[{'geonames_id': 1814991, 'name': 'China', 'code': 'CN'}]",Xi'an Shiyou University (XSYU),nan,nan,China
"[{'institute': {'id': 'grid.461732.5', 'name': 'Medical School Hamburg', 'city': 'Hamburg', 'state': None, 'country': 'Germany'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 2911298, 'name': 'Hamburg'}]","[{'geonames_id': 2911297, 'name': 'Hamburg', 'code': None}]","[{'geonames_id': 2921044, 'name': 'Germany', 'code': 'DE'}]",MSH Medical School Hamburg,nan,nan,Germany
"[{'institute': {'id': 'grid.440669.9', 'name': 'Changsha University of Science and Technology', 'city': 'Changsha', 'state': None, 'country': 'China'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 1815577, 'name': 'Changsha'}]","[{'geonames_id': 1806691, 'name': 'Hunan', 'code': None}]","[{'geonames_id': 1814991, 'name': 'China', 'code': 'CN'}]",Changsha University of Science and Technology,nan,nan,China
"[{'institute': {'id': 'grid.6963.a', 'name': 'Poznań University of Technology', 'city': 'Poznań', 'state': None, 'country': 'Poland'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 3088171, 'name': 'Poznan'}]","[{'geonames_id': 3337498, 'name': 'Greater Poland', 'code': None}]","[{'geonames_id': 798544, 'name': 'Poland', 'code': 'PL'}]",Poznan University of Technology,nan,nan,Poland
"[{'institute': {'id': 'grid.34197.38', 'name': 'Częstochowa University of Technology', 'city': 'Częstochowa', 'state': None, 'country': 'Poland'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 3100946, 'name': 'Czestochowa'}]","[{'geonames_id': 3337497, 'name': 'Silesia', 'code': None}]","[{'geonames_id': 798544, 'name': 'Poland', 'code': 'PL'}]",Czestochowa University of Technology,nan,nan,Poland
"[{'institute': {'id': 'grid.412971.8', 'name': 'University of Veterinary Medicine in Košice', 'city': 'Košice', 'state': None, 'country': 'Slovakia'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 724443, 'name': 'Kosice'}]","[{'geonames_id': 865084, 'name': 'Kosicky kraj', 'code': None}]","[{'geonames_id': 3057568, 'name': 'Slovakia', 'code': 'SK'}]","University of Veterinary Medicine and Pharmacy,  Košice",nan,nan,Slovakia
"[{'institute': {'id': 'grid.410995.0', 'name': 'Universidade Europeia', 'city': 'Lisbon', 'state': None, 'country': 'Portugal'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 2267057, 'name': 'Lisbon'}]","[{'geonames_id': 2267056, 'name': 'Lisbon', 'code': None}]","[{'geonames_id': 2264397, 'name': 'Portugal', 'code': 'PT'}]",European University - Laureate International Universities,nan,nan,Portugal
"[{'institute': {'id': 'grid.454255.7', 'name': 'CAMPUS 02 University for Applied Sciences', 'city': 'Graz', 'state': None, 'country': 'Austria'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 2778067, 'name': 'Graz'}]","[{'geonames_id': 2764581, 'name': 'Styria', 'code': None}]","[{'geonames_id': 2782113, 'name': 'Austria', 'code': 'AT'}]",CAMPUS 02 University of Applied Sciences,nan,nan,Austria
"[{'institute': {'id': 'grid.449368.4', 'name': 'JAMK University of Applied Sciences', 'city': 'Jyvaskyla', 'state': None, 'country': 'Finland'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 655194, 'name': 'Jyvaeskylae'}]","[{'geonames_id': 830685, 'name': 'Central Finland', 'code': None}]","[{'geonames_id': 660013, 'name': 'Finland', 'code': 'FI'}]",JAMK University of Applied Sciences,nan,nan,Finland
[],[],[],"[{'geonames_id': 3017382, 'name': 'France', 'code': 'FR'}]",Laboratory for Sciences of Climate and Environment,nan,nan,France
"[{'institute': {'id': 'grid.417982.1', 'name': 'Foundation for Biomedical Research and Innovation', 'city': 'Kobe', 'state': None, 'country': 'Japan'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 1859171, 'name': 'Kobe'}]","[{'geonames_id': 1862047, 'name': 'Hyogo', 'code': None}]","[{'geonames_id': 1861060, 'name': 'Japan', 'code': 'JP'}]",Foundation for Biomedical Research and Innovation,nan,nan,Japan
"[{'institute': {'id': 'grid.508893.f', 'name': 'Institut Polytechnique de Paris', 'city': 'Palaiseau', 'state': None, 'country': 'France'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 2988758, 'name': 'Palaiseau'}]","[{'geonames_id': 3012874, 'name': 'Ile-de-France', 'code': None}]","[{'geonames_id': 3017382, 'name': 'France', 'code': 'FR'}]",Institut Polytechnique de Paris,nan,nan,France
"[{'institute': {'id': 'grid.414600.7', 'name': 'Bridgeport Hospital', 'city': 'Bridgeport', 'state': 'Connecticut', 'country': 'United States'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 5282804, 'name': 'Bridgeport'}]","[{'geonames_id': 4831725, 'name': 'Connecticut', 'code': 'US-CT'}]","[{'geonames_id': 6252001, 'name': 'United States', 'code': 'US'}]",Bridgeport Hospital,nan,nan,United States
"[{'institute': {'id': 'grid.253566.1', 'name': 'California State University, San Marcos', 'city': 'San Marcos', 'state': 'California', 'country': 'United States'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 5392368, 'name': 'San Marcos'}]","[{'geonames_id': 5332921, 'name': 'California', 'code': 'US-CA'}]","[{'geonames_id': 6252001, 'name': 'United States', 'code': 'US'}]",California State University San Marcos,nan,nan,United States
"[{'institute': {'id': 'grid.449627.a', 'name': 'University of Prishtina', 'city': 'Pristina', 'state': None, 'country': 'Kosovo'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 786714, 'name': 'Pristina'}]",[],"[{'geonames_id': 831053, 'name': 'Kosovo', 'code': 'XK'}]",University of Prishtina Hasan Prishtina,nan,nan,Kosovo
"[{'institute': {'id': 'grid.449798.f', 'name': 'University of Vlorë', 'city': 'Vlorë', 'state': None, 'country': 'Albania'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 3183719, 'name': 'Vlore'}]","[{'geonames_id': 3344952, 'name': 'Vlore', 'code': None}]","[{'geonames_id': 783754, 'name': 'Albania', 'code': 'AL'}]",University of Vlorë Ismail Qemali,nan,nan,Albania
"[{'institute': {'id': 'grid.33762.33', 'name': 'Joint Institute for Nuclear Research', 'city': 'Dubna', 'state': None, 'country': 'Russia'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 564719, 'name': 'Dubna'}]","[{'geonames_id': 524925, 'name': 'Moscow Oblast', 'code': None}]","[{'geonames_id': 2017370, 'name': 'Russia', 'code': 'RU'}]",Joint Institute for Nuclear Research,nan,nan,Russia
"[{'institute': {'id': 'grid.440846.a', 'name': 'Open University of Cyprus', 'city': 'Nicosia', 'state': None, 'country': 'Cyprus'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 146268, 'name': 'Nicosia'}]","[{'geonames_id': 146267, 'name': 'Nicosia', 'code': None}]","[{'geonames_id': 146669, 'name': 'Cyprus', 'code': 'CY'}]",Open University of Cyprus,nan,nan,Cyprus
"[{'institute': {'id': 'grid.457625.7', 'name': 'Campus Kristiania', 'city': 'Oslo', 'state': None, 'country': 'Norway'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 3143244, 'name': 'Oslo'}]","[{'geonames_id': 3143242, 'name': 'Oslo', 'code': None}]","[{'geonames_id': 3144096, 'name': 'Norway', 'code': 'NO'}]",Kristiania University College,nan,nan,Norway
"[{'institute': {'id': 'grid.462323.2', 'name': 'Hebei University of Science and Technology', 'city': 'Shijiazhuang', 'state': None, 'country': 'China'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 1795270, 'name': 'Shijiazhuang'}]","[{'geonames_id': 1808773, 'name': 'Hebei', 'code': None}]","[{'geonames_id': 1814991, 'name': 'China', 'code': 'CN'}]",Hebei University of Science and Technology,nan,nan,China
"[{'institute': {'id': 'grid.412436.6', 'name': 'Thapar University', 'city': 'Patiāla', 'state': 'Punjab', 'country': 'India'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 1260107, 'name': 'Patiala'}]","[{'geonames_id': 1259223, 'name': 'Punjab', 'code': None}]","[{'geonames_id': 1269750, 'name': 'India', 'code': 'IN'}]",Thapar Institute of Engineering and Technology,nan,nan,India
"[{'institute': {'id': 'grid.6357.7', 'name': 'Suranaree University of Technology', 'city': 'Nakhon Ratchasima', 'state': 'Nakhon Ratchasima', 'country': 'Thailand'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 1608529, 'name': 'Nakhon Ratchasima'}]","[{'geonames_id': 1608528, 'name': 'Nakhon Ratchasima', 'code': None}]","[{'geonames_id': 1605651, 'name': 'Thailand', 'code': 'TH'}]",Suranaree University of Technology,nan,nan,Thailand
"[{'institute': {'id': 'grid.462844.8', 'name': 'Sorbonne University', 'city': 'Paris', 'state': None, 'country': 'France'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 2988507, 'name': 'Paris'}]","[{'geonames_id': 3012874, 'name': 'Ile-de-France', 'code': None}]","[{'geonames_id': 3017382, 'name': 'France', 'code': 'FR'}]",University Pierre et Marie Curie,nan,nan,France
"[{'institute': {'id': 'grid.410381.f', 'name': 'Finnish Environment Institute', 'city': 'Helsinki', 'state': None, 'country': 'Finland'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 658225, 'name': 'Helsinki'}]","[{'geonames_id': 830709, 'name': 'Uusimaa', 'code': None}]","[{'geonames_id': 660013, 'name': 'Finland', 'code': 'FI'}]",Finnish Environment Institute (SYKE),nan,nan,Finland
"[{'institute': {'id': 'grid.412661.6', 'name': 'Université de Yaoundé I', 'city': 'Yaoundé', 'state': None, 'country': 'Cameroon'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 2220957, 'name': 'Yaounde'}]","[{'geonames_id': 2233376, 'name': 'Centre', 'code': None}]","[{'geonames_id': 2233387, 'name': 'Cameroon', 'code': 'CM'}]",University of Yaoundé I,nan,nan,Cameroon
"[{'institute': {'id': 'grid.267207.6', 'name': 'University of St. Thomas - Minnesota', 'city': 'Saint Paul', 'state': 'Minnesota', 'country': 'United States'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 5045360, 'name': 'Saint Paul'}]","[{'geonames_id': 5037779, 'name': 'Minnesota', 'code': 'US-MN'}]","[{'geonames_id': 6252001, 'name': 'United States', 'code': 'US'}]",University of St Thomas,nan,nan,United States
"[{'institute': {'id': 'grid.423000.5', 'name': 'At Bristol', 'city': 'Bristol', 'state': 'England', 'country': 'United Kingdom'}, 'metadata': {'requires_manual_review': True}}, {'institute': {'id': 'grid.416544.6', 'name': ""St Michael's Hospital"", 'city': 'Bristol', 'state': None, 'country': 'United Kingdom'}, 'metadata': {'requires_manual_review': True}}]","[{'geonames_id': 2654675, 'name': 'Bristol'}]","[{'geonames_id': 6269131, 'name': 'England', 'code': None}]","[{'geonames_id': 2635167, 'name': 'United Kingdom', 'code': 'GB'}]","St Michael's Hospital, Bristol",nan,nan,United Kingdom
"[{'institute': {'id': 'grid.415250.7', 'name': 'Meir Medical Center', 'city': 'Kfar Saba', 'state': None, 'country': 'Israel'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 294514, 'name': 'Kfar Saba'}]","[{'geonames_id': 294904, 'name': 'Central District', 'code': None}]","[{'geonames_id': 294640, 'name': 'Israel', 'code': 'IL'}]",Meir Medical Center,nan,nan,Israel
"[{'institute': {'id': 'grid.411134.2', 'name': 'Korea University Medical Center', 'city': 'Seoul', 'state': None, 'country': 'South Korea'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 1835848, 'name': 'Seoul'}]","[{'geonames_id': 1835847, 'name': 'Seoul', 'code': None}]","[{'geonames_id': 1835841, 'name': 'South Korea', 'code': 'KR'}]",Korea University Medical Center,nan,nan,South Korea
"[{'institute': {'id': 'grid.411134.2', 'name': 'Korea University Medical Center', 'city': 'Seoul', 'state': None, 'country': 'South Korea'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 1835848, 'name': 'Seoul'}]","[{'geonames_id': 1835847, 'name': 'Seoul', 'code': None}]","[{'geonames_id': 1835841, 'name': 'South Korea', 'code': 'KR'}]",Korea University Guro Hospital,nan,nan,South Korea
"[{'institute': {'id': 'grid.458172.d', 'name': 'Lovisenberg Diakonale Høgskole', 'city': 'Oslo', 'state': None, 'country': 'Norway'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 3143244, 'name': 'Oslo'}]","[{'geonames_id': 3143242, 'name': 'Oslo', 'code': None}]","[{'geonames_id': 3144096, 'name': 'Norway', 'code': 'NO'}]",Lovisenberg Diaconal University College,nan,nan,Norway
"[{'institute': {'id': 'grid.444283.d', 'name': 'Okan University', 'city': 'Istanbul', 'state': None, 'country': 'Turkey'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 745044, 'name': 'Istanbul'}]","[{'geonames_id': 745042, 'name': 'Istanbul', 'code': None}]","[{'geonames_id': 298795, 'name': 'Turkey', 'code': 'TR'}]",Okan University,nan,nan,Turkey
"[{'institute': {'id': 'grid.418967.5', 'name': 'Korea Center for Disease Control and Prevention', 'city': 'Seoul', 'state': None, 'country': 'South Korea'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 1835848, 'name': 'Seoul'}]","[{'geonames_id': 1835847, 'name': 'Seoul', 'code': None}]","[{'geonames_id': 1835841, 'name': 'South Korea', 'code': 'KR'}]",Korea Centers for Disease Control and Prevention,nan,nan,South Korea
"[{'institute': {'id': 'grid.448532.c', 'name': 'Abat Oliba CEU University', 'city': 'Barcelona', 'state': None, 'country': 'Spain'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 3128760, 'name': 'Barcelona'}]","[{'geonames_id': 3336901, 'name': 'Catalonia', 'code': None}]","[{'geonames_id': 2510769, 'name': 'Spain', 'code': 'ES'}]",Abat Oliba CEU University,nan,nan,Spain
"[{'institute': {'id': 'grid.7372.1', 'name': 'University of Warwick', 'city': 'Coventry', 'state': 'Warwickshire', 'country': 'United Kingdom'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 2652221, 'name': 'Coventry'}]","[{'geonames_id': 6269131, 'name': 'England', 'code': None}]","[{'geonames_id': 2635167, 'name': 'United Kingdom', 'code': 'GB'}]",Warwick Business School,nan,nan,United Kingdom
"[{'institute': {'id': 'grid.440627.3', 'name': 'Universidad de Los Andes, Chile', 'city': 'Santiago', 'state': None, 'country': 'Chile'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 3871336, 'name': 'Santiago'}]","[{'geonames_id': 3873544, 'name': 'Santiago Metropolitan', 'code': None}]","[{'geonames_id': 3895114, 'name': 'Chile', 'code': 'CL'}]",University de los Andes,nan,nan,Chile
[],[],[],"[{'geonames_id': 3175395, 'name': 'Italy', 'code': 'IT'}]",Istituto Nazionale di Fisica Nucleare,nan,nan,Italy
"[{'institute': {'id': 'grid.449672.a', 'name': 'University Carlo Cattaneo', 'city': 'Castellanza', 'state': None, 'country': 'Italy'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 3179650, 'name': 'Castellanza'}]","[{'geonames_id': 3174618, 'name': 'Lombardy', 'code': None}]","[{'geonames_id': 3175395, 'name': 'Italy', 'code': 'IT'}]",University Carlo Cattaneo,nan,nan,Italy
"[{'institute': {'id': 'grid.412661.6', 'name': 'Université de Yaoundé I', 'city': 'Yaoundé', 'state': None, 'country': 'Cameroon'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 2220957, 'name': 'Yaounde'}]","[{'geonames_id': 2233376, 'name': 'Centre', 'code': None}]","[{'geonames_id': 2233387, 'name': 'Cameroon', 'code': 'CM'}]",University of Yaoundé II,nan,nan,Cameroon
"[{'institute': {'id': 'grid.411537.5', 'name': 'Imam Khomeini International University', 'city': 'Qazvin', 'state': None, 'country': 'Iran'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 119505, 'name': 'Qazvin'}]","[{'geonames_id': 443793, 'name': 'Qazvin', 'code': None}]","[{'geonames_id': 130758, 'name': 'Iran', 'code': 'IR'}]",Imam Khomeini International University (IKIU),nan,nan,Iran
"[{'institute': {'id': 'grid.417617.2', 'name': 'Center for Research in Environmental Epidemiology', 'city': 'Barcelona', 'state': None, 'country': 'Spain'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 3128760, 'name': 'Barcelona'}]","[{'geonames_id': 3336901, 'name': 'Catalonia', 'code': None}]","[{'geonames_id': 2510769, 'name': 'Spain', 'code': 'ES'}]",Centre for Research in Environmental Epidemiology,nan,nan,Spain
"[{'institute': {'id': 'grid.36303.35', 'name': 'Electronics and Telecommunications Research Institute', 'city': 'Daejeon', 'state': None, 'country': 'South Korea'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 1835235, 'name': 'Daejeon'}]","[{'geonames_id': 1835224, 'name': 'Daejeon', 'code': None}]","[{'geonames_id': 1835841, 'name': 'South Korea', 'code': 'KR'}]",Electronics and Telecommunications Research Institute,nan,nan,South Korea
"[{'institute': {'id': 'grid.430588.2', 'name': 'Fulda University of Applied Sciences', 'city': 'Fulda', 'state': None, 'country': 'Germany'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 2923822, 'name': 'Fulda'}]","[{'geonames_id': 2905330, 'name': 'Hesse', 'code': None}]","[{'geonames_id': 2921044, 'name': 'Germany', 'code': 'DE'}]",Fulda University of Applied Sciences,nan,nan,Germany
"[{'institute': {'id': 'grid.461780.c', 'name': 'Heidelberg University of Education', 'city': 'Heidelberg', 'state': None, 'country': 'Germany'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 2907911, 'name': 'Heidelberg'}]","[{'geonames_id': 2953481, 'name': 'Baden-Wuerttemberg', 'code': None}]","[{'geonames_id': 2921044, 'name': 'Germany', 'code': 'DE'}]",Heidelberg University of Education,nan,nan,Germany
"[{'institute': {'id': 'grid.43710.31', 'name': 'University of Chester', 'city': 'Chester', 'state': None, 'country': 'United Kingdom'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 2653228, 'name': 'Chester'}]","[{'geonames_id': 6269131, 'name': 'England', 'code': None}]","[{'geonames_id': 2635167, 'name': 'United Kingdom', 'code': 'GB'}]",University of Chester,nan,nan,United Kingdom
"[{'institute': {'id': 'grid.265074.2', 'name': 'Tokyo Metropolitan University', 'city': 'Tokyo', 'state': 'Tôkyô', 'country': 'Japan'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 1850147, 'name': 'Tokyo'}]","[{'geonames_id': 1850144, 'name': 'Tokyo', 'code': None}]","[{'geonames_id': 1861060, 'name': 'Japan', 'code': 'JP'}]",Tokyo Metropolitan University,nan,nan,Japan
"[{'institute': {'id': 'grid.411134.2', 'name': 'Korea University Medical Center', 'city': 'Seoul', 'state': None, 'country': 'South Korea'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 1835848, 'name': 'Seoul'}]","[{'geonames_id': 1835847, 'name': 'Seoul', 'code': None}]","[{'geonames_id': 1835841, 'name': 'South Korea', 'code': 'KR'}]",Korea University Ansan Hospital,nan,nan,South Korea
"[{'institute': {'id': 'grid.418400.9', 'name': 'Blekinge Institute of Technology', 'city': 'Karlskrona', 'state': None, 'country': 'Sweden'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 2701713, 'name': 'Karlskrona'}]","[{'geonames_id': 2721357, 'name': 'Blekinge', 'code': None}]","[{'geonames_id': 2661886, 'name': 'Sweden', 'code': 'SE'}]",Blekinge Institute of Technology,nan,nan,Sweden
"[{'institute': {'id': 'grid.28048.36', 'name': 'University of Zielona Góra', 'city': 'Zielona Góra', 'state': None, 'country': 'Poland'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 3080165, 'name': 'Zielona Gora'}]","[{'geonames_id': 3337494, 'name': 'Lubusz', 'code': None}]","[{'geonames_id': 798544, 'name': 'Poland', 'code': 'PL'}]",University of Zielona Góra,nan,nan,Poland
"[{'institute': {'id': 'grid.7960.8', 'name': 'University of Žilina', 'city': 'Žilina', 'state': None, 'country': 'Slovakia'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 3056508, 'name': 'Zilina'}]","[{'geonames_id': 3056506, 'name': 'Zilinsky kraj', 'code': None}]","[{'geonames_id': 3057568, 'name': 'Slovakia', 'code': 'SK'}]",University of Žilina,nan,nan,Slovakia
"[{'institute': {'id': 'grid.497274.b', 'name': 'Hebrew SeniorLife', 'city': 'Boston', 'state': 'Massachusetts', 'country': 'United States'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 4930956, 'name': 'Boston'}]","[{'geonames_id': 6254926, 'name': 'Massachusetts', 'code': 'US-MA'}]","[{'geonames_id': 6252001, 'name': 'United States', 'code': 'US'}]",Hebrew SeniorLife,nan,nan,United States
"[{'institute': {'id': 'grid.18377.3a', 'name': 'Economic and Social Research Institute', 'city': 'Dublin', 'state': None, 'country': 'Ireland'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 2964574, 'name': 'Dublin'}]","[{'geonames_id': 7521314, 'name': 'Leinster', 'code': None}]","[{'geonames_id': 2963597, 'name': 'Ireland', 'code': 'IE'}]",Economic and Social Research Institute,nan,nan,Ireland
"[{'institute': {'id': 'grid.445848.1', 'name': 'Lviv State University of Physical Culture', 'city': 'Lviv', 'state': None, 'country': 'Ukraine'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 702550, 'name': 'Lviv'}]","[{'geonames_id': 702549, 'name': 'Lviv', 'code': None}]","[{'geonames_id': 690791, 'name': 'Ukraine', 'code': 'UA'}]",Lviv State University of Physical Culture,nan,nan,Ukraine
"[{'institute': {'id': 'grid.445307.1', 'name': 'Red Cross University College of Nursing', 'city': 'Stockholm', 'state': None, 'country': 'Sweden'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 2673730, 'name': 'Stockholm'}]","[{'geonames_id': 2673722, 'name': 'Stockholm', 'code': None}]","[{'geonames_id': 2661886, 'name': 'Sweden', 'code': 'SE'}]",The Red Cross University College,nan,nan,Sweden
"[{'institute': {'id': 'grid.5379.8', 'name': 'University of Manchester', 'city': 'Manchester', 'state': 'Manchester', 'country': 'United Kingdom'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 2643123, 'name': 'Manchester'}]","[{'geonames_id': 6269131, 'name': 'England', 'code': None}]","[{'geonames_id': 2635167, 'name': 'United Kingdom', 'code': 'GB'}]",Alliance Manchester Business School,nan,nan,United Kingdom
"[{'institute': {'id': 'grid.15874.3f', 'name': 'Goldsmiths University of London', 'city': 'London', 'state': None, 'country': 'United Kingdom'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 2643743, 'name': 'London'}]","[{'geonames_id': 6269131, 'name': 'England', 'code': None}]","[{'geonames_id': 2635167, 'name': 'United Kingdom', 'code': 'GB'}]","Goldsmiths, University of London",nan,nan,United Kingdom
"[{'institute': {'id': 'grid.440962.d', 'name': 'Hochschule Magdeburg-Stendal', 'city': 'Magdeburg', 'state': None, 'country': 'Germany'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 2874545, 'name': 'Magdeburg'}]","[{'geonames_id': 2842565, 'name': 'Saxony-Anhalt', 'code': None}]","[{'geonames_id': 2921044, 'name': 'Germany', 'code': 'DE'}]",Magdeburg-Stendal University of Applied Sciences,nan,nan,Germany
"[{'institute': {'id': 'grid.14004.31', 'name': 'West University of Timişoara', 'city': 'Timișoara', 'state': None, 'country': 'Romania'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 665087, 'name': 'Timisoara'}]","[{'geonames_id': 665091, 'name': 'Timis', 'code': None}]","[{'geonames_id': 798549, 'name': 'Romania', 'code': 'RO'}]",West University of Timisoara,nan,nan,Romania
"[{'institute': {'id': 'grid.445217.1', 'name': 'Andrzej Frycz Modrzewski Krakow University', 'city': 'Krakow', 'state': None, 'country': 'Poland'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 3094802, 'name': 'Krakow'}]","[{'geonames_id': 858786, 'name': 'Lesser Poland', 'code': None}]","[{'geonames_id': 798544, 'name': 'Poland', 'code': 'PL'}]",Andrzej Frycz Modrzewski Krakow University,nan,nan,Poland
"[{'institute': {'id': 'grid.8389.a', 'name': 'University of Évora', 'city': 'Evora', 'state': None, 'country': 'Portugal'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 2268406, 'name': 'Evora'}]","[{'geonames_id': 2268404, 'name': 'Evora', 'code': None}]","[{'geonames_id': 2264397, 'name': 'Portugal', 'code': 'PT'}]",University of Évora,nan,nan,Portugal
"[{'institute': {'id': 'grid.412029.c', 'name': 'Naresuan University', 'city': 'Phitsanulok', 'state': None, 'country': 'Thailand'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 1607708, 'name': 'Phitsanulok'}]","[{'geonames_id': 1607707, 'name': 'Phitsanulok', 'code': None}]","[{'geonames_id': 1605651, 'name': 'Thailand', 'code': 'TH'}]",Naresuan University,nan,nan,Thailand
"[{'institute': {'id': 'grid.461639.f', 'name': 'Institut für Grenzgebiete der Psychologie und Psychohygiene', 'city': 'Freiburg', 'state': None, 'country': 'Germany'}, 'metadata': {'requires_manual_review': True}}]","[{'geonames_id': 2925177, 'name': 'Freiburg'}]","[{'geonames_id': 2953481, 'name': 'Baden-Wuerttemberg', 'code': None}]","[{'geonames_id': 2921044, 'name': 'Germany', 'code': 'DE'}]",Institute for Frontier Areas of Psychology and Mental Health (IGPP),nan,nan,Germany
"[{'institute': {'id': 'grid.268446.a', 'name': 'Yokohama National University', 'city': 'Yokohama', 'state': 'Kanagawa', 'country': 'Japan'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 1848354, 'name': 'Yokohama'}]","[{'geonames_id': 1860291, 'name': 'Kanagawa', 'code': None}]","[{'geonames_id': 1861060, 'name': 'Japan', 'code': 'JP'}]",Yokohama National University - YNU,nan,nan,Japan
"[{'institute': {'id': 'grid.411391.f', 'name': 'West Pomeranian University of Technology', 'city': 'Szczecin', 'state': None, 'country': 'Poland'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 3083829, 'name': 'Szczecin'}]","[{'geonames_id': 3337499, 'name': 'West Pomerania', 'code': None}]","[{'geonames_id': 798544, 'name': 'Poland', 'code': 'PL'}]","West Pomeranian University of Technology, Szczecin",nan,nan,Poland
"[{'institute': {'id': 'grid.261128.e', 'name': 'Northern Illinois University', 'city': 'DeKalb', 'state': 'Illinois', 'country': 'United States'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 4889553, 'name': 'DeKalb'}]","[{'geonames_id': 4896861, 'name': 'Illinois', 'code': 'US-IL'}]","[{'geonames_id': 6252001, 'name': 'United States', 'code': 'US'}]",Northern Illinois University,nan,nan,United States
"[{'institute': {'id': 'grid.417678.b', 'name': 'Huaiyin Institute of Technology', 'city': ""Huai'an"", 'state': None, 'country': 'China'}, 'metadata': {'requires_manual_review': False}}]","[{'geonames_id': 1797873, 'name': ""Huai'an""}]","[{'geonames_id': 1806260, 'name': 'Jiangsu', 'code': None}]","[{'geonames_id': 1814991, 'name': 'China', 'code': 'CN'}]",Huaiyin Institute of Technology,nan,nan,China
