matches,input.affiliation
"[{'institutes': [{'institute': {'id': 'grid.16750.35', 'name': 'Princeton University', 'city': 'Princeton', 'state': 'New Jersey', 'country': 'United States'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 5102922, 'name': 'Princeton'}], 'states': [{'geonames_id': 5101760, 'name': 'New Jersey', 'code': 'US-NJ'}], 'countries': [{'geonames_id': 6252001, 'name': 'United States', 'code': 'US'}]}, 'affiliation_part': 'PRINCETON UNIVERSITY'}]",PRINCETON UNIVERSITY
"[{'institutes': [{'institute': {'id': 'grid.5386.8', 'name': 'Cornell University', 'city': 'Ithaca', 'state': 'New York', 'country': 'United States'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 5122432, 'name': 'Ithaca'}], 'states': [{'geonames_id': 5128638, 'name': 'New York', 'code': 'US-NY'}], 'countries': [{'geonames_id': 6252001, 'name': 'United States', 'code': 'US'}]}, 'affiliation_part': 'CORNELL UNIVERSITY'}]",CORNELL UNIVERSITY
"[{'institutes': [{'institute': {'id': 'grid.47100.32', 'name': 'Yale University', 'city': 'New Haven', 'state': 'Connecticut', 'country': 'United States'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 4839366, 'name': 'New Haven'}], 'states': [{'geonames_id': 4831725, 'name': 'Connecticut', 'code': 'US-CT'}], 'countries': [{'geonames_id': 6252001, 'name': 'United States', 'code': 'US'}]}, 'affiliation_part': 'YALE UNIVERSITY'}]",YALE UNIVERSITY
"[{'institutes': [{'institute': {'id': 'grid.21729.3f', 'name': 'Columbia University', 'city': 'New York', 'state': 'New York', 'country': 'United States'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 5128581, 'name': 'New York City'}], 'states': [{'geonames_id': 5128638, 'name': 'New York', 'code': 'US-NY'}], 'countries': [{'geonames_id': 6252001, 'name': 'United States', 'code': 'US'}]}, 'affiliation_part': 'COLUMBIA UNIVERSITY'}]",COLUMBIA UNIVERSITY
"[{'institutes': [{'institute': {'id': 'grid.12527.33', 'name': 'Tsinghua University', 'city': 'Beijing', 'state': 'Beijing', 'country': 'China'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 1816670, 'name': 'Beijing'}], 'states': [{'geonames_id': 2038349, 'name': 'Beijing', 'code': None}], 'countries': [{'geonames_id': 1814991, 'name': 'China', 'code': 'CN'}]}, 'affiliation_part': 'TSINGHUA UNIVERSITY'}]",TSINGHUA UNIVERSITY
"[{'institutes': [{'institute': {'id': 'grid.4305.2', 'name': 'University of Edinburgh', 'city': 'Edinburgh', 'state': None, 'country': 'United Kingdom'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 2650225, 'name': 'Edinburgh'}], 'states': [{'geonames_id': 2638360, 'name': 'Scotland', 'code': None}], 'countries': [{'geonames_id': 2635167, 'name': 'United Kingdom', 'code': 'GB'}]}, 'affiliation_part': 'UNIVERSITY OF EDINBURGH'}]",UNIVERSITY OF EDINBURGH
"[{'institutes': [{'institute': {'id': 'grid.25879.31', 'name': 'University of Pennsylvania', 'city': 'Philadelphia', 'state': 'Pennsylvania', 'country': 'United States'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 4560349, 'name': 'Philadelphia'}], 'states': [{'geonames_id': 6254927, 'name': 'Pennsylvania', 'code': 'US-PA'}], 'countries': [{'geonames_id': 6252001, 'name': 'United States', 'code': 'US'}]}, 'affiliation_part': 'UNIVERSITY OF PENNSYLVANIA'}]",UNIVERSITY OF PENNSYLVANIA
"[{'institutes': [{'institute': {'id': 'grid.214458.e', 'name': 'University of Michigan–Ann Arbor', 'city': 'Ann Arbor', 'state': 'Michigan', 'country': 'United States'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 4984247, 'name': 'Ann Arbor'}], 'states': [{'geonames_id': 5001836, 'name': 'Michigan', 'code': 'US-MI'}], 'countries': [{'geonames_id': 6252001, 'name': 'United States', 'code': 'US'}]}, 'affiliation_part': 'UNIVERSITY OF MICHIGAN'}]",UNIVERSITY OF MICHIGAN
"[{'institutes': [{'institute': {'id': 'grid.21107.35', 'name': 'Johns Hopkins University', 'city': 'Baltimore', 'state': 'Maryland', 'country': 'United States'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 4347778, 'name': 'Baltimore'}], 'states': [{'geonames_id': 4361885, 'name': 'Maryland', 'code': 'US-MD'}], 'countries': [{'geonames_id': 6252001, 'name': 'United States', 'code': 'US'}]}, 'affiliation_part': 'JOHNS HOPKINS UNIVERSITY'}]",JOHNS HOPKINS UNIVERSITY
"[{'institutes': [{'institute': {'id': 'grid.5333.6', 'name': 'École Polytechnique Fédérale de Lausanne', 'city': 'Lausanne', 'state': None, 'country': 'Switzerland'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 2659994, 'name': 'Lausanne'}], 'states': [{'geonames_id': 2658182, 'name': 'Vaud', 'code': None}], 'countries': [{'geonames_id': 2658434, 'name': 'Switzerland', 'code': 'CH'}]}, 'affiliation_part': 'ÉCOLE POLYTECHNIQUE FÉDÉRALE DE LAUSANNE (EPFL)'}]",ÉCOLE POLYTECHNIQUE FÉDÉRALE DE LAUSANNE (EPFL)
"[{'institutes': [{'institute': {'id': 'grid.26999.3d', 'name': 'University of Tokyo', 'city': 'Tokyo', 'state': None, 'country': 'Japan'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 1850147, 'name': 'Tokyo'}], 'states': [{'geonames_id': 1850144, 'name': 'Tokyo', 'code': None}], 'countries': [{'geonames_id': 1861060, 'name': 'Japan', 'code': 'JP'}]}, 'affiliation_part': 'THE UNIVERSITY OF TOKYO'}]",THE UNIVERSITY OF TOKYO
"[{'institutes': [{'institute': {'id': 'grid.1001.0', 'name': 'Australian National University', 'city': 'Canberra', 'state': 'Australian Capital Territory', 'country': 'Australia'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 2172517, 'name': 'Canberra'}], 'states': [{'geonames_id': 2177478, 'name': 'ACT', 'code': 'AU-ACT'}], 'countries': [{'geonames_id': 2077456, 'name': 'Australia', 'code': 'AU'}]}, 'affiliation_part': 'AUSTRALIAN NATIONAL UNIVERSITY (ANU)'}]",AUSTRALIAN NATIONAL UNIVERSITY (ANU)
"[{'institutes': [{'institute': {'id': 'grid.194645.b', 'name': 'University of Hong Kong', 'city': 'Hong Kong', 'state': 'Hong Kong', 'country': 'China'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 1819729, 'name': 'Hong Kong'}], 'states': [{'geonames_id': 7533598, 'name': 'Central and Western', 'code': None}], 'countries': [{'geonames_id': 1814991, 'name': 'China', 'code': 'CN'}]}, 'affiliation_part': 'UNIVERSITY OF HONG KONG (HKU)'}]",UNIVERSITY OF HONG KONG (HKU)
"[{'institutes': [{'institute': {'id': 'grid.26009.3d', 'name': 'Duke University', 'city': 'Durham', 'state': 'North Carolina', 'country': 'United States'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 4464368, 'name': 'Durham'}], 'states': [{'geonames_id': 4482348, 'name': 'North Carolina', 'code': 'US-NC'}], 'countries': [{'geonames_id': 6252001, 'name': 'United States', 'code': 'US'}]}, 'affiliation_part': 'DUKE UNIVERSITY'}]",DUKE UNIVERSITY
"[{'institutes': [{'institute': {'id': 'grid.47840.3f', 'name': 'University of California, Berkeley', 'city': 'Berkeley', 'state': 'California', 'country': 'United States'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 5327684, 'name': 'Berkeley'}], 'states': [{'geonames_id': 5332921, 'name': 'California', 'code': 'US-CA'}], 'countries': [{'geonames_id': 6252001, 'name': 'United States', 'code': 'US'}]}, 'affiliation_part': 'UNIVERSITY OF CALIFORNIA, BERKELEY (UCB)'}]","UNIVERSITY OF CALIFORNIA, BERKELEY (UCB)"
"[{'institutes': [{'institute': {'id': 'grid.17063.33', 'name': 'University of Toronto', 'city': 'Toronto', 'state': 'Ontario', 'country': 'Canada'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 6167865, 'name': 'Toronto'}], 'states': [{'geonames_id': 6093943, 'name': 'Ontario', 'code': 'CA-ON'}], 'countries': [{'geonames_id': 6251999, 'name': 'Canada', 'code': 'CA'}]}, 'affiliation_part': 'UNIVERSITY OF TORONTO'}]",UNIVERSITY OF TORONTO
"[{'institutes': [{'institute': {'id': 'grid.5379.8', 'name': 'University of Manchester', 'city': 'Manchester', 'state': 'Manchester', 'country': 'United Kingdom'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 2643123, 'name': 'Manchester'}], 'states': [{'geonames_id': 6269131, 'name': 'England', 'code': None}], 'countries': [{'geonames_id': 2635167, 'name': 'United Kingdom', 'code': 'GB'}]}, 'affiliation_part': 'THE UNIVERSITY OF MANCHESTER'}]",THE UNIVERSITY OF MANCHESTER
"[{'institutes': [{'institute': {'id': 'grid.11135.37', 'name': 'Peking University', 'city': 'Beijing', 'state': 'Beijing', 'country': 'China'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 1816670, 'name': 'Beijing'}], 'states': [{'geonames_id': 2038349, 'name': 'Beijing', 'code': None}], 'countries': [{'geonames_id': 1814991, 'name': 'China', 'code': 'CN'}]}, 'affiliation_part': 'PEKING UNIVERSITY'}]",PEKING UNIVERSITY
"[{'institutes': [{'institute': {'id': 'grid.13097.3c', 'name': ""King's College London"", 'city': 'London', 'state': None, 'country': 'United Kingdom'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 2643743, 'name': 'London'}], 'states': [{'geonames_id': 6269131, 'name': 'England', 'code': None}], 'countries': [{'geonames_id': 2635167, 'name': 'United Kingdom', 'code': 'GB'}]}, 'affiliation_part': ""KING'S COLLEGE LONDON (KCL)""}]",KING'S COLLEGE LONDON (KCL)
"[{'institutes': [{'institute': {'id': 'grid.19006.3e', 'name': 'University of California, Los Angeles', 'city': 'Los Angeles', 'state': 'California', 'country': 'United States'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 5368361, 'name': 'Los Angeles'}], 'states': [{'geonames_id': 5332921, 'name': 'California', 'code': 'US-CA'}], 'countries': [{'geonames_id': 6252001, 'name': 'United States', 'code': 'US'}]}, 'affiliation_part': 'UNIVERSITY OF CALIFORNIA, LOS ANGELES (UCLA)'}]","UNIVERSITY OF CALIFORNIA, LOS ANGELES (UCLA)"
"[{'institutes': [{'institute': {'id': 'grid.14709.3b', 'name': 'McGill University', 'city': 'Montreal', 'state': 'Quebec', 'country': 'Canada'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 6077243, 'name': 'Montreal'}], 'states': [{'geonames_id': 6115047, 'name': 'Quebec', 'code': 'CA-QC'}], 'countries': [{'geonames_id': 6251999, 'name': 'Canada', 'code': 'CA'}]}, 'affiliation_part': 'MCGILL UNIVERSITY'}]",MCGILL UNIVERSITY
"[{'institutes': [{'institute': {'id': 'grid.16753.36', 'name': 'Northwestern University', 'city': 'Evanston', 'state': 'Illinois', 'country': 'United States'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 4891382, 'name': 'Evanston'}], 'states': [{'geonames_id': 4896861, 'name': 'Illinois', 'code': 'US-IL'}], 'countries': [{'geonames_id': 6252001, 'name': 'United States', 'code': 'US'}]}, 'affiliation_part': 'NORTHWESTERN UNIVERSITY'}]",NORTHWESTERN UNIVERSITY
"[{'institutes': [{'institute': {'id': 'grid.258799.8', 'name': 'Kyoto University', 'city': 'Kyoto', 'state': None, 'country': 'Japan'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 1857910, 'name': 'Kyoto'}], 'states': [{'geonames_id': 1857907, 'name': 'Kyoto', 'code': None}], 'countries': [{'geonames_id': 1861060, 'name': 'Japan', 'code': 'JP'}]}, 'affiliation_part': 'KYOTO UNIVERSITY'}]",KYOTO UNIVERSITY
"[{'institutes': [{'institute': {'id': 'grid.31501.36', 'name': 'Seoul National University', 'city': 'Seoul', 'state': None, 'country': 'South Korea'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 1835848, 'name': 'Seoul'}], 'states': [{'geonames_id': 1835847, 'name': 'Seoul', 'code': None}], 'countries': [{'geonames_id': 1835841, 'name': 'South Korea', 'code': 'KR'}]}, 'affiliation_part': 'SEOUL NATIONAL UNIVERSITY (SNU)'}]",SEOUL NATIONAL UNIVERSITY (SNU)
"[{'institutes': [{'institute': {'id': 'grid.24515.37', 'name': 'Hong Kong University of Science and Technology', 'city': 'Hong Kong', 'state': 'Hong Kong', 'country': 'China'}, 'metadata': {'requires_manual_review': True}}], 'geo': {'cities': [{'geonames_id': 1819729, 'name': 'Hong Kong'}], 'states': [{'geonames_id': 7533598, 'name': 'Central and Western', 'code': None}], 'countries': [{'geonames_id': 1814991, 'name': 'China', 'code': 'CN'}]}, 'affiliation_part': 'THE HONG KONG UNIVERSITY OF SCIENCE AND TECHNOLOGY (HKUST)'}]",THE HONG KONG UNIVERSITY OF SCIENCE AND TECHNOLOGY (HKUST)
"[{'institutes': [{'institute': {'id': 'grid.13063.37', 'name': 'London School of Economics and Political Science', 'city': 'London', 'state': None, 'country': 'United Kingdom'}, 'metadata': {'requires_manual_review': True}}], 'geo': {'cities': [{'geonames_id': 2643743, 'name': 'London'}], 'states': [{'geonames_id': 6269131, 'name': 'England', 'code': None}], 'countries': [{'geonames_id': 2635167, 'name': 'United Kingdom', 'code': 'GB'}]}, 'affiliation_part': 'LONDON SCHOOL OF ECONOMICS AND POLITICAL SCIENCE (LSE)'}]",LONDON SCHOOL OF ECONOMICS AND POLITICAL SCIENCE (LSE)
"[{'institutes': [{'institute': {'id': 'grid.1008.9', 'name': 'University of Melbourne', 'city': 'Melbourne', 'state': 'Victoria', 'country': 'Australia'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 2158177, 'name': 'Melbourne'}], 'states': [{'geonames_id': 2145234, 'name': 'Victoria', 'code': 'AU-VIC'}], 'countries': [{'geonames_id': 2077456, 'name': 'Australia', 'code': 'AU'}]}, 'affiliation_part': 'THE UNIVERSITY OF MELBOURNE'}]",THE UNIVERSITY OF MELBOURNE
"[{'institutes': [{'institute': {'id': 'grid.37172.30', 'name': 'Korea Advanced Institute of Science and Technology', 'city': 'Daejeon', 'state': None, 'country': 'South Korea'}, 'metadata': {'requires_manual_review': True}}], 'geo': {'cities': [{'geonames_id': 1835235, 'name': 'Daejeon'}], 'states': [{'geonames_id': 1835224, 'name': 'Daejeon', 'code': None}], 'countries': [{'geonames_id': 1835841, 'name': 'South Korea', 'code': 'KR'}]}, 'affiliation_part': 'KAIST - KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY'}]",KAIST - KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY
"[{'institutes': [{'institute': {'id': 'grid.266100.3', 'name': 'University of California, San Diego', 'city': 'San Diego', 'state': 'California', 'country': 'United States'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 5391811, 'name': 'San Diego'}], 'states': [{'geonames_id': 5332921, 'name': 'California', 'code': 'US-CA'}], 'countries': [{'geonames_id': 6252001, 'name': 'United States', 'code': 'US'}]}, 'affiliation_part': 'UNIVERSITY OF CALIFORNIA, SAN DIEGO (UCSD)'}]","UNIVERSITY OF CALIFORNIA, SAN DIEGO (UCSD)"
"[{'institutes': [{'institute': {'id': 'grid.1013.3', 'name': 'University of Sydney', 'city': 'Sydney', 'state': 'New South Wales', 'country': 'Australia'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 2147714, 'name': 'Sydney'}], 'states': [{'geonames_id': 2155400, 'name': 'New South Wales', 'code': 'AU-NSW'}], 'countries': [{'geonames_id': 2077456, 'name': 'Australia', 'code': 'AU'}]}, 'affiliation_part': 'THE UNIVERSITY OF SYDNEY'}]",THE UNIVERSITY OF SYDNEY
"[{'institutes': [{'institute': {'id': 'grid.137628.9', 'name': 'New York University', 'city': 'New York', 'state': 'New York', 'country': 'United States'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 5128581, 'name': 'New York City'}], 'states': [{'geonames_id': 5128638, 'name': 'New York', 'code': 'US-NY'}], 'countries': [{'geonames_id': 6252001, 'name': 'United States', 'code': 'US'}]}, 'affiliation_part': 'NEW YORK UNIVERSITY (NYU)'}]",NEW YORK UNIVERSITY (NYU)
"[{'institutes': [{'institute': {'id': 'grid.8547.e', 'name': 'Fudan University', 'city': 'Shanghai', 'state': 'Shanghai', 'country': 'China'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 1796236, 'name': 'Shanghai'}], 'states': [{'geonames_id': 1796231, 'name': 'Shanghai', 'code': None}], 'countries': [{'geonames_id': 1814991, 'name': 'China', 'code': 'CN'}]}, 'affiliation_part': 'FUDAN UNIVERSITY'}]",FUDAN UNIVERSITY
"[{'institutes': [{'institute': {'id': 'grid.1005.4', 'name': 'UNSW Sydney', 'city': 'Sydney', 'state': 'New South Wales', 'country': 'Australia'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 2147714, 'name': 'Sydney'}], 'states': [{'geonames_id': 2155400, 'name': 'New South Wales', 'code': 'AU-NSW'}], 'countries': [{'geonames_id': 2077456, 'name': 'Australia', 'code': 'AU'}]}, 'affiliation_part': 'THE UNIVERSITY OF NEW SOUTH WALES (UNSW)'}]",THE UNIVERSITY OF NEW SOUTH WALES (UNSW)
"[{'institutes': [{'institute': {'id': 'grid.147455.6', 'name': 'Carnegie Mellon University', 'city': 'Pittsburgh', 'state': 'Pennsylvania', 'country': 'United States'}, 'metadata': {'requires_manual_review': False}}], 'geo': {'cities': [{'geonames_id': 5206379, 'name': 'Pittsburgh'}], 'states': [{'geonames_id': 6254927, 'name': 'Pennsylvania', 'code': 'US-PA'}], 'countries': [{'geonames_id': 6252001, 'name': 'United States', 'code': 'US'}]}, 'affiliation_part': 'CARNEGIE MELLON UNIVERSITY'}]",CARNEGIE MELLON UNIVERSITY
